article_id,annotator,node,ranges,tokens,label
5cf464a8896a7fea06ffbb46,C,55,"[[6831, 6967]]",vendo grande parte dos liberais migrarem para o apoio ao nazismo para salvarem as suas propriedades e lucros contra a ameaça bolchevique,Value
5cf47065896a7fea060065b5,C,10,"[[893, 1029]]",A boa intenção é ir ao encontro dos legítimos anseios de uns milhares de bolseiros de pós-doutoramento por maior estabilidade de emprego,Value(+)
5d04c34a896a7fea06a0dff6,A,10,"[[1299, 1321]]",não vale a pena nomear,Value
5cf46146896a7fea06ff884d,B,51,"[[4270, 4351]]",assim os ‘educámos’ de rédea à solta e ‘paninhos quentes’ por causa dos ‘traumas’,Value
5cf45ab2896a7fea06ff23a1,B,5,"[[562, 610]]",assim como a sua taxa de utilização e eficiência,Value
5cf45bc3896a7fea06ff2b2d,B,55,"[[6939, 6995]]","A cruzada contra o SNS, aparentemente, parece defendê-lo",Value
5ce31557896a7fea065ee806,B,4,"[[812, 872]]",parecia grande a erosão política e social dos últimos tempos,Value
5ce41275896a7fea0667e8ba,D,13,"[[1280, 1632]]","A incorporação de conhecimento científico, a aposta em novas formas de gestão ativa da floresta, acrescentando escala e incentivos fiscais, a valorização dos serviços de ecossistema, o cadastro, o crescente número de ações de fogo controlado, os programas “Aldeia Segura” e “Pessoas Seguras” são bons exemplos que fundamentam a escolha do caminho certo",Value(+)
5d04a3fc896a7fea069f0717,B,5,"[[1906, 2180]]","A minha classificação de teórico atribuída a Carlos Queirós, tendo, para além disso, provas práticas dadas como mero exemplo dois campeonatos mundiais de futebol sub-20, um modestíssimo jogador de futebol competitivo, encontra razão na sua formação e docência universitárias",Value
5d04ad52896a7fea069f9c0d,B,4,"[[687, 836]]",lhes permitem competir a um nível mais elevado do que aquele que lhes seria possível recorrendo apenas a receitas ordinárias e endividamento bancário,Value(+)
5cf479e4896a7fea0600ddac,A,24,"[[2551, 2580]]",O estado de graça acabou cedo,Value(-)
5cf47196896a7fea0600829d,D,0,"[[914, 924]]",Impossível,Value(-)
5cf4667a896a7fea06ffda1a,C,1,"[[2415, 2634]]","seria não só de uma grande injustiça, mas também de uma grande irresponsabilidade conceder a contagem de mais tempo aos professores, se tal não puder ser garantido a todas as carreiras que se encontram na mesma situação",Value
5cf46441896a7fea06ffb7d7,D,14,"[[4033, 4105]]","mais corruptas, ineficientes, menos transparentes e a atraírem os piores",Value(-)
5cf46220896a7fea06ff8f04,B,3,"[[1854, 1961]]","Um deles é particularmente notável, por várias razões, incluindo aspectos familiares pouco... transparentes",Value(+)
5cf45e7b896a7fea06ff60cd,B,40,"[[3609, 3653]]",há óbvias consequências e perguntas segundas,Value
5cf46dd8896a7fea0600453d,B,4,"[[278, 352]]",Em dez anos quase todas irão perder cerca de um terço do seu corpo docente,Value
5cf45fee896a7fea06ff6d1e,B,15,"[[538, 674]]","obrigação da empresa fazê-lo ao melhor nível, promovendo simultaneamente a indústria nacional do setor, cruzando competências e gerações",Value
5cf47074896a7fea060065e9,B,20,"[[5765, 5836]]",o filme tem 78 cenas e que apenas duas foram “inspiradas” na minha obra,Fact
5cf46919896a7fea06ffff72,B,22,"[[2683, 2810]]",a boa vontade das instituições que produzem e armazenam estes dados a fim de acederem à informação que não é do domínio público,Value
5cf4618f896a7fea06ff8ad9,D,3,"[[2033, 2191]]",O Partido Socialista Unido da Venezuela (PSUV) transformou a Venezuela no país mais violento da América Latina em que se computam 23.047 homicídios só em 2018,Fact
5cf45e6f896a7fea06ff6056,C,4,"[[1026, 1181]]","a solução passaria pela imposição da vontade de uns Estados sobre outros, quebrando o princípio da unanimidade e passando por cima da soberania dos Estados",Value(-)
5cef7f74896a7fea06d223f7,D,29,"[[3214, 3254]]","Na realidade, diz ele, “o que muda é 2%”",Value
5cf4602f896a7fea06ff6f27,B,14,"[[1181, 1203]]",dívida imposta pela UE,Value
5d04c505896a7fea06a0fabc,B,15,"[[1984, 2028]]",existindo por isso um conflito de interesses,Value(-)
5cf46546896a7fea06ffc011,A,12,"[[2041, 2106]]","todos os escalões da carreira, à excepção do 5.º, têm quatro anos",Fact
5d04a455896a7fea069f07ab,D,0,"[[846, 1006]]",Esta lei da guerra é uma espécie de deslocamento da lei da selva que opõe os animais carnívoros aos herbívoros e estes às plantas como condição de sobrevivência,Value
5cf46846896a7fea06fff8d2,D,2,"[[2755, 2907]]","Assistimos, assim, a um ataque ao valor do trabalho e da propriedade intelectual em benefício do aumento das margens do sector financeiro e especulativo",Value(-)
5cf47030896a7fea0600649b,A,12,"[[5904, 5983]]","também ele passou muita fominha depois do almoço, até chegar a casa para jantar",Value(-)
5cf46311896a7fea06ffab76,C,5,"[[4054, 4187]]","todo o percurso da Fundação foi de total dissonância com as linhas orientadoras do regime ditatorial, designadamente em sede cultural",Value
5cf45e19896a7fea06ff4ddd,B,5,"[[1589, 1664]]",o Manuel Graça Dias não fazia a apologia da ignorância e do desenraizamento,Value
5cf46052896a7fea06ff703f,B,7,"[[1266, 1317]]",precisam de ser ouvidos mais vezes em toda a Europa,Value
5cf46546896a7fea06ffc011,D,11,"[[1953, 2106]]","o que se determina é que tal contabilização só faça efeito após uma futura progressão e todos os escalões da carreira, à excepção do 5.º, têm quatro anos",Fact
5d04c557896a7fea06a0fbc4,C,5,"[[5445, 5757]]","Portugal é o país da Europa com os índices mais baixos de filmes produzidos per capita e com menos espectadores para os filmes nacionais (chegando a ser quarenta a cinquenta vezes inferior à média europeia, em anos “normais”, ou seja, em anos em que não é exibido um filme que ultrapassa os 100 mil espectadores)",Fact
5cf45cb1896a7fea06ff432e,B,3,"[[37, 91]]",a fraca qualidade do desempenho de muitas instituições,Value(-)
5cf47a54896a7fea0600df99,C,16,"[[725, 836]]",a JFC pretende implementar esses dois OP como contrapartida da instalação de parquímetros na sua zona histórica,Value
5cdd971b896a7fea062d6e3d,B,21,"[[3813, 3947]]",Entendem-se as razões pelas quais o Estado Novo tenha decidido inventar toda uma História para substituir aquela que as fontes referem,Value
5d04c557896a7fea06a0fbc4,B,51,"[[9539, 9834]]","Felizmente, António Costa já deu o mote para que o seu Ministro da Cultura ponha cobro a uma prática de várias décadas e tome as medidas legais que consagrem uma nova política, que permita que o cinema português reconquiste finalmente o seu público e se aproxime rapidamente das médias europeias",Value(+)
5cf45b99896a7fea06ff2a13,B,32,"[[4230, 4337]]","este é um deles, o de aumentar os poderes dos que, em cada instituição, se consideram os “donos disto tudo”",Value
5cef7f74896a7fea06d223f7,B,16,"[[2487, 2528]]",o AO contém um vasto rol de erros crassos,Value(-)
5cf46196896a7fea06ff8b01,A,44,"[[417, 456]]",realizado o estudo de impacto ambiental,Fact
5cf45ba5896a7fea06ff2a64,B,20,"[[2420, 2499]]","assistimos, há poucos anos, ao fechar de portas de um distribuidor farmacêutico",Fact
5cf45f67896a7fea06ff690f,B,61,"[[4066, 4171]]",um imposto europeu ou impostos nacionais uniformes cujas receitas revertam para a União são a mesma coisa,Value
5cf47306896a7fea06008adb,D,6,"[[575, 642]]",Nem uns nem outros se preocuparam com o que ali se poderia instalar,Value(-)
5cf47d10896a7fea06010cd0,A,1,"[[122, 228]]",se afirma como sala de espectáculos histórica em consonância com uma arquitectura de excelência e pioneira,Value
5cf4651d896a7fea06ffbec2,B,0,"[[0, 49]]",É justo celebrar o 70.º aniversário da Declaração,Value(+)
5cf46046896a7fea06ff6fe1,D,0,"[[170, 210]]",O problema é a ambiguidade com que o faz,Value
5cf478d6896a7fea0600d8ba,D,0,"[[1665, 1689]]",Todos eles tinham riscos,Fact
5cf46919896a7fea06ffff72,D,1,"[[0, 205]]","Economistas qualificados para pensar os impostos e outros instrumentos de receita pública nos seus efeitos sobre os comportamentos das pessoas e das empresas são um recurso muito, muito escasso em Portugal",Fact
5cf45c4e896a7fea06ff3f82,B,15,"[[2885, 2910]]",ausência de despedimentos,Fact
5cf469ff896a7fea0600062e,D,14,"[[2787, 2958]]",responsabilizar diretamente as plataformas por tudo o que qualquer pessoa possa lá publicar fará com que aquelas se adaptem de forma a proteger os seus próprios interesses,Fact
5cf47676896a7fea0600bcba,D,8,"[[1158, 1271]]",os vinhos estão a ficar com mais álcool e também com mais hidratos de carbono (a frutose é um hidrato de carbono),Value
5cf45f25896a7fea06ff6744,B,6,"[[1279, 1306]]",condições em que é prestado,Value
5cf45cd3896a7fea06ff4418,B,25,"[[3266, 3568]]","instam os responsáveis políticos espanhóis e catalães a que encontrem uma solução política, de modo a que os cidadãos da Catalunha (“independentistas” ou “unionistas”) possam, em condições de igualdade de oportunidades e de lisura processual, votar livremente sobre o seu destino político-institucional",Value
5cf47060896a7fea060065a0,A,13,"[[770, 814]]",garantiram lei e ordem no desporto no futuro,Value
5cf46465896a7fea06ffb90e,B,6,"[[497, 536]]",escrevo com canetas de tinta permanente,Value
5cf4615e896a7fea06ff894d,B,30,"[[2540, 2564]]",vive em terra de ninguém,Value
5cf46076896a7fea06ff7155,A,0,"[[417, 492]]",é o momento de todos e cada um de nós fazer a sua quota-parte neste combate,Value
5cf4b764896a7fea06032673,B,38,"[[4631, 4807]]","só uma entidade independente (por exemplo, do Estado) poderia providenciar um estudo anual credível e comparável sobre o percurso profissional dos graduados de cada instituição",Value(+)
5cf469e5896a7fea06000599,D,20,"[[4094, 4143]]",não ter conhecimentos suficientes na área clínica,Fact
5d04c544896a7fea06a0fb82,D,60,"[[7725, 7759]]",o Phelps é uma espécie de marginal,Value
5cf46b97896a7fea0600233c,D,3,"[[1040, 1136]]",fornecendo boas oportunidades à Justiça quando os infratores subvalorizam os seus crimes menores,Value
5d04c4a1896a7fea06a0f926,C,19,"[[2072, 2143]]",a gravidade dos factos que envolveram os filhos do embaixador do Iraque,Value
5cf468d7896a7fea06fffd56,B,24,"[[5872, 5911]]",retardamento da modernização portuguesa,Value
5cf46174896a7fea06ff8a09,C,0,"[[1035, 1079]]","o humor perdeu, em Portugal, a marginalidade",Value
5cee2df3896a7fea06c54a35,D,1,"[[691, 768]]",isso não inibe os fervorosos adeptos de agitarem a bandeira do reconhecimento,Value(+)
5cf45c4e896a7fea06ff3f82,B,7,"[[1462, 1531]]",rapidamente perceberam que o seu eleitorado tradicional não os perdoa,Value(-)
5cf46a1a896a7fea0600162f,A,1,"[[4850, 4920]]","o documento ""ainda vai ser discutido com os parceiros sociais em 2019""",Fact
5cf45d88896a7fea06ff4983,D,3,"[[3486, 3583]]","No Ocidente as reações às incursões comerciais chinesas têm sido díspares e, por vezes, bipolares",Value
5cf47924896a7fea0600da24,D,37,"[[4563, 4642]]",já estavam ideologicamente engatilhadas e à espera de um pretexto para disparar,Value
5cf46fb5896a7fea06006266,C,7,"[[2366, 2447]]","Vêm outros, iniciando a mesma via-sacra que dura há décadas e não pára de crescer",Value(-)
5cf46324896a7fea06ffac81,C,10,"[[3927, 4196]]","só lendo os nossos maiores podemos, como deseja Ramalho Eanes, combater “provincianismos evasivos e perversos saudosismos, de maneira a termos autónomo futuro, no presente, e autónomo futuro, no futuro, como Pátria livre, forte, velha e de tão distintiva personalidade”",Value
5cf46673896a7fea06ffd9e4,B,23,"[[3447, 3493]]",Adiar a decisão por mais dois anos não é opção,Value
5cf472bd896a7fea06008959,A,22,"[[6365, 6449]]","a visão macro do país, com a aposta em dois grandes núcleos urbanos, não tem ajudado",Value
5cf45e22896a7fea06ff4e2a,C,0,"[[269, 395]]",É muito provável que o século XXI nos traga pelo menos tantas transformações tecnológicas como as que trouxe o século anterior,Value
5cf47793896a7fea0600c1af,B,12,"[[1705, 1787]]",se mostram capazes de lançar pontes de solidariedade em direções aos clubes rivais,Value(+)
5cf46311896a7fea06ffab76,C,4,"[[3952, 4042]]",É anacrónico acusar José de Azeredo Perdigão de ligação ou de conivência com o Estado Novo,Value
5cf469e5896a7fea06000599,D,24,"[[5551, 5605]]",seria útil clarificar estas questões em futuros avisos,Value
5cf462d0896a7fea06ff9424,D,18,"[[3591, 3691]]",quando as leis representam avanços civilizacionais devem entrar em vigor o mais rapidamente possível,Value
5cf47a54896a7fea0600df99,C,31,"[[5893, 5900]]",segways,Fact
5cf45bb2896a7fea06ff2abd,C,4,"[[2033, 2125]]",assumindo que a contratação de entidades terceiras é condicionada à avaliação da necessidade,Value
5cf460f8896a7fea06ff8540,D,2,"[[2216, 2285]]",todas as sondagens apontam para uma perda de outros 300 mil eleitores,Fact
5cf45f5e896a7fea06ff68c2,A,8,"[[1286, 1323]]",agora este folclore das indemnizações,Value(-)
5d04ad52896a7fea069f9c0d,B,5,"[[857, 930]]",maior competitividade das provas e alternância entre os clubes vencedores,Value(+)
5cf45f25896a7fea06ff6744,D,18,"[[2495, 2579]]",a OIT alerta ainda para o facto de as inspeções do trabalho terem sofrido uma quebra,Value(-)
5ce43ca4896a7fea06697d6f,D,24,"[[4371, 4499]]",um objetivo tão valioso e importante como qualquer outra certificação de qualidade no que ao produto comercializado diz respeito,Value(+)
5cf47b6b896a7fea0600f57c,A,12,"[[1411, 1431]]",sectarismo mediático,Value(-)
5cf46587896a7fea06ffd19d,C,18,"[[2896, 3002]]",raros foram os momentos em que as propostas apresentadas pela direção do PSD foram explicadas com eficácia,Value(-)
5cf47251896a7fea06008716,D,15,"[[566, 646]]","no fundo, ao ler a notícia, todos sentimos o que escreveu Alexandra Lucas Coelho",Value
5cf45ff3896a7fea06ff6d3c,D,3,"[[517, 560]]","é, em primeiro lugar, um assunto dos homens",Value
5cf45ea1896a7fea06ff6237,C,13,"[[1076, 1124]]",os autarcas passam a fazer registo de interesses,Value
5cf469bf896a7fea06000481,A,1,"[[52, 146]]",Não é fácil afirmar-se como uma grande capital de distrito paredes meias com a capital do país,Value
5cf4705c896a7fea06006583,A,12,"[[1686, 1820]]","O festival Eurovisão, na sua componente conceptual, criativa, musical, televisiva, comunicacional e de produção executiva, coube à RTP",Fact
5cf47196896a7fea0600829d,A,7,"[[1378, 1477]]",Para muitos dos adeptos das equipas adversárias ou não houve penálti e foi o árbitro que o inventou,Value
5cf46b63896a7fea060021dd,B,18,"[[3804, 3913]]","O horizonte de futuro termina nas pensões, progressões, reposições e outras reivindicações para o ano que vem",Value
5cf46268896a7fea06ff9135,A,12,"[[3683, 3747]]","O modelo foi blindado pelos novos estatutos, em Dezembro de 2017",Value
5d04bcb5896a7fea06a06489,D,5,"[[214, 262]]",ainda há espaço para uma grande evolução de base,Value(-)
5cf47072896a7fea060065dd,D,1,"[[1602, 1718]]","o poder nos clubes ainda se alimenta de quimeras, emoção e do “chutar para a frente” as dificuldades e as obrigações",Value(-)
5cf45bf8896a7fea06ff2cd0,B,3,"[[4280, 4384]]",têm sido relevantes no seu contributo para estabelecer abordagens novas aos problemas de desenvolvimento,Value
5d04c3eb896a7fea06a0e1fc,A,1,"[[352, 375]]",os nomes internacionais,Value
5cf46474896a7fea06ffb98d,D,18,"[[2083, 2129]]",ele está hoje sob um grande conflito histórico,Fact
5cf461a4896a7fea06ff8b5a,B,27,"[[2769, 2816]]",um país com imenso potencial ao nível económico,Value(+)
5cf47b10896a7fea0600f3dc,C,21,"[[2686, 2715]]",Exemplos do contrário abundam,Value
5cf461fc896a7fea06ff8de8,B,26,"[[2727, 2802]]","A quota do diesel tem vindo a diminuir lentamente, e Portugal não é exceção",Value
5cf46b82896a7fea060022c1,D,8,"[[1548, 1631]]","um verdadeiro “Estado de direitos humanos”, na linha da frente em termos comparados",Value(+)
5cf46d03896a7fea06003edc,B,6,"[[5329, 5598]]","o Esperanto foi proibido e perseguido por regimes ditatoriais de sinais contrários, por exemplo, na URSS de Estaline, na Alemanha de Hitler, na Itália de Mussolini, na Roménia de Ceausescu, na Alemanha de Enver Hodja, na Espanha de Franco e, até, no Portugal de Salazar",Fact
5cf478aa896a7fea0600d78b,C,9,"[[590, 720]]","um outro palácio, o de São Miguel, na belíssima Praça da Alegria, viu o seu interior integralmente demolido de um dia para o outro",Value(-)
5cebdf54896a7fea06aefb25,D,8,"[[1873, 2015]]","tendo na América do Norte e América do Sul crescido 700% e na Europa 300%, continentes em que havia uma elevada taxa de cobertura de vacinação",Fact
5cf45e22896a7fea06ff4e2a,B,36,"[[6906, 7045]]","para podermos manter no futuro a competitividade internacional que nos custou tanto a atingir, é necessário investimento, público e privado",Value
5cec9624896a7fea06b616df,A,24,"[[2537, 2627]]",Percorrer o vale central da Califórnia é ver milhares de hectares que parecem todos iguais,Fact
5d04be7b896a7fea06a07cf1,C,1,"[[1618, 1663]]",ele defende uma “coordenação muito mais leve”,Value
5d04c590896a7fea06a0fc78,C,4,"[[3796, 3856]]",jeito de transformar o amargo de boca no doce que nos espera,Value(+)
5cf469bf896a7fea06000481,A,0,"[[0, 50]]",Há muito que Setúbal tem uma identidade fortíssima,Value
5cf45c0c896a7fea06ff3d04,A,38,"[[4019, 4076]]",a criação de novas áreas infraestruturadas para o regadio,Fact
5cf462b6896a7fea06ff9357,B,22,"[[3171, 3246]]",as audaciosas promessas quanto às quilometragens conseguidas entre recargas,Value
5cf463d6896a7fea06ffb4a8,B,57,"[[9566, 9679]]","Trata-se de um estudo fundamental, e a sua inexistência configura uma negligência grosseira para com os afectados",Value(-)
5cf464b6896a7fea06ffbb9d,B,8,"[[2108, 2199]]",Nas redes mais distribuídas as relações entre produtores e consumidores estão lateralizadas,Value
5cf463f6896a7fea06ffb5b9,A,31,"[[834, 864]]",o orçamento não foi suficiente,Fact
5cf46fb5896a7fea06006266,D,38,"[[7602, 7624]]",esta certeza não basta,Fact
5cf46103896a7fea06ff85a8,D,7,"[[4788, 4892]]","Hoje em dia, com o aumento generalizado do nível de vida das populações, é um traço comum às democracias",Fact
5cf45ff3896a7fea06ff6d3c,D,13,"[[1554, 1580]]",sim de Ideologia de Género,Fact
5d04a52f896a7fea069f0921,A,3,"[[88, 105]]",grandes surpresas,Value(+)
5cf45ca9896a7fea06ff42fb,A,6,"[[6115, 6222]]","Não parece haver nos nossos dias alternativa consistente ao modelo do indivíduo racional, isolado e egoísta",Value
5cde31c4896a7fea063370a5,B,22,"[[4677, 4761]]",Apenas o político “com mundo” tem a capacidade de liderar a complexidade do desporto,Value
5cf46bc3896a7fea0600247f,A,11,"[[4404, 4562]]",os tais “povos descobertos” e hoje independentes vão organizando a sua história e jamais podem abdicar do que também foi o seu passado “europeu” ou “colonial”,Value
5cf46474896a7fea06ffb98d,B,10,"[[1057, 1089]]",a política europeia esta a mudar,Value
5cf4704c896a7fea06006528,C,3,"[[2000, 2115]]","Estas intervenções radicais, muitas vezes por decisão directa de autarcas, destroem a prazo os exemplares atingidos",Value(-)
5cf45d02896a7fea06ff459a,B,5,"[[799, 813]]",sobe os preços,Value(-)
5cf45bf8896a7fea06ff2cd0,D,17,"[[5243, 5283], [5350, 5415]]","Hoje, a nível nacional, regional, local, não tem sentido ignorar os novos modelos de participação política",Value
5cf461b7896a7fea06ff8bc8,D,1,"[[1179, 1238]]",seria a única maneira de os partidos da direita a aprovarem,Value
5cf45fb3896a7fea06ff6b7f,D,15,"[[4065, 4210]]","Caímos, pois, numa peculiar situação em que a poderosa DGCom é ela própria geradora de obstáculos à concorrência, entre regimes fiscais na Europa",Value(-)
5cf464ac896a7fea06ffbb62,B,7,"[[2878, 2992]]",construção em altura para que todos os novos habitantes possam usufruir de vistas para o rio e para a outra margem,Value
5cf46bc3896a7fea0600247f,A,31,"[[8275, 8333]]","é necessário, fundamentalmente, ir muito além das palavras",Policy
5cf465e2896a7fea06ffd558,C,19,"[[2388, 2514]]",esse crescimento não pode agravar a estabilização do endividamento externo que foi tão arduamente conquistada nos últimos anos,Policy
5cf46474896a7fea06ffb98d,B,9,"[[1028, 1049]]",ela começou a existir,Value
5d04c471896a7fea06a0f7fe,A,1,"[[67, 167]]",Não vou falar-lhe da minha desilusão em vê-lo dizer que os fogos nocturnos só podem ser intencionais,Value(-)
5cf4665e896a7fea06ffd932,C,31,"[[1715, 1829]]","pertencerem ao grupo de “palavras de derivação ou afinidade evidente” (Gonçalves Viana, Ortografia Nacional, 1904)",Fact
5cf46fb5896a7fea06006266,A,21,"[[6223, 6244]]",A RPM não desapareceu,Value
5cf47072896a7fea060065dd,A,4,"[[257, 264]]",emprego,Fact
5cf45bc3896a7fea06ff2b2d,B,2,"[[460, 520]]",mudaram as estruturas das relações de trabalho e de produção,Fact
5d04c47f896a7fea06a0f857,C,8,"[[3124, 3157]]",O direito penal actua tardiamente,Value(-)
5cf4616d896a7fea06ff89c8,B,25,"[[3997, 4070]]","Depende, e de que maneira, da qualidade de desempenho dos seus servidores",Value
5ce43ca4896a7fea06697d6f,D,15,"[[3036, 3071]]",em menor grau que outras indústrias,Value(+)
5cf45bc3896a7fea06ff2b2d,C,11,"[[2616, 2643]]",Apoiados por toda a direita,Value
