article_id,annotator,node,ranges,tokens,label
5cf47267896a7fea06008786,D,0.0,"[[3280, 3370]]",As operadoras passam do mesmo modo a exercer um verdadeiro domínio sobre os dados pessoais,Value(-)
5cf46dd8896a7fea0600453d,C,1.0,"[[565, 676]]","as medidas em curso não só não resolvem o primeiro problema, como geram injustiças e são insensíveis ao segundo",Value(-)
5cf45c4a896a7fea06ff3f4e,C,19.0,"[[203, 248]]",esse debate tem sido contaminado por mentiras,Value(-)
5cf46fe7896a7fea0600635a,A,10.0,"[[2136, 2167], [2214, 2264]]",o conselho fiscal e disciplinar estar muito fragilizado para liderar este processo,Value(-)
5cf47bad896a7fea0600f696,B,0.0,"[[1222, 1381]]","o boom da especulação imobiliária e do mercado de alojamento local, dos últimos anos, acentuou significativamente a “expulsão” de moradores do centro histórico",Value(-)
5cf45c4e896a7fea06ff3f82,C,9.0,"[[2762, 2963]]","o diferente tratamento entre funcionários públicos e os restantes cidadãos (a que assistimos há muito, logo a começar pela ausência de despedimentos, as 35 horas semanais de trabalho e o acesso à ADSE)",Value(-)
5cf46a26896a7fea060016b1,D,13.0,"[[1229, 1351]]",da tese central de uma campanha montada no espaço mediático para lançar a suspeição sobre a minha pessoa e a gestão da CML,Value(-)
5cf45c47896a7fea06ff3f2d,C,21.0,"[[3160, 3273]]",desvia a atenção das más políticas educativas para o domínio do equilíbrio e sustentabilidade das contas públicas,Value(-)
5cf46a05896a7fea06000656,A,15.0,"[[3332, 3510]]",Equiparar o reconhecimento do direito do criador impedir o aproveitamento económico não autorizado da sua própria expressão artística a qualquer forma de censura é um erro lógico,Value(-)
5cf46046896a7fea06ff6fe1,C,42.0,"[[3676, 3690]]",não há energia,Value(-)
5cf45f12896a7fea06ff66b8,C,4.0,"[[2407, 2475]]",este mecanismo de “capital contingente” está a ter efeitos perversos,Value(-)
5cdd9732896a7fea062d6f8f,D,14.0,"[[4197, 4273]]","em que até ao momento todas as partes foram omissas, o Estado designadamente",Value(-)
5cf45c4e896a7fea06ff3f82,C,20.0,"[[1462, 1580]]","rapidamente perceberam que o seu eleitorado tradicional não os perdoa, e ainda este domingo deram o dito pelo não dito",Value(-)
5cf45b77896a7fea06ff28ff,B,46.0,"[[4654, 4765]]","as informações alarmantes de que caminhamos para um desastre ambiental, sem que haja reacção séria dos governos",Value(-)
5cebdf54896a7fea06aefb25,C,1.0,"[[1691, 1946]]","Segundo um relatório da Organização Mundial de Saúde (OMS), divulgado pelas Nações Unidas, no primeiro trimestre de 2019, o número de casos de sarampo aumentou 300% a nível mundial, tendo na América do Norte e América do Sul crescido 700% e na Europa 300%",Value(-)
5cf479e4896a7fea0600ddac,B,6.0,"[[626, 715]]",a colossal diferença entre os orçamentos dos três chamados grandes e dos restantes clubes,Value(-)
5ce377c3896a7fea0662585d,B,0.0,"[[12, 133]]",o excesso de peso é o principal responsável pela doença em Portugal e pela má qualidade de vida de milhões de Portugueses,Value(-)
5cf46bc3896a7fea0600247f,D,37.0,"[[5598, 5673]]",a ideia de um “Museu das Descobertas” me pareça demasiado ampla e imprecisa,Value(-)
5cf46052896a7fea06ff703f,D,15.0,"[[5399, 5560]]",a defesa dos cidadãos das regiões mais desfavorecidas da Europa não fique dependente da boa vontade ou da falta de coragem dos líderes políticos que vão passando,Value(-)
5cf479e4896a7fea0600ddaf,D,0.0,"[[1205, 1283]]","Dificuldades financeiras, falta momentânea de rumo, aconteceu de tudo um pouco",Value(-)
5cf461e1896a7fea06ff8d16,C,6.0,"[[696, 718]]",a corrupção na Expo 98,Value(-)
5cf472cb896a7fea0600898e,D,0.0,"[[1344, 1402]]",Portugal não é exceção no que diz respeito à discriminação,Value(-)
5cf4785d896a7fea0600d551,C,18.0,"[[2059, 2080]]",escasseiam as creches,Value(-)
5cf462dc896a7fea06ff9485,C,0.0,"[[1172, 1230]]",O mundo enfrenta um número crescente de desafios complexos,Value(-)
5cf461c8896a7fea06ff8c4d,D,14.0,"[[3094, 3223]]","o corte massivo das deduções que, com a crise, começou no fim dos anos Sócrates e continuou nos anos da troika é inconstitucional",Value(-)
5cf466c3896a7fea06ffdc74,B,63.0,"[[6211, 6353]]",esta posição fundamentalista de simplificação (que exclui outros olhares sem ‘óculos científicos’) é precisamente perigosa... e mata o diálogo,Value(-)
5cf45ae7896a7fea06ff2537,D,2.0,"[[2040, 2132]]","ao alocar as suas horas ao trabalho, o indivíduo sente que está a prejudicar a vida familiar",Value(-)
5cf45fb3896a7fea06ff6b7f,D,16.0,"[[3540, 3555], [3899, 4041]]","a Sra. Vestager está a abrir uma enorme autoestrada para que jurisdições concorrentes à Madeira puxem para si as empresas que escolheram, ou venham a escolher",Value(-)
5ced14b3896a7fea06bac0dd,C,27.0,"[[6092, 6149]]",medo de serem “engolidos” pelos seus colegas hospitalares,Value(-)
5cf46ac9896a7fea06001d10,C,3.0,"[[4399, 4437]]",não se preserva a integridade do sítio,Value(-)
5cf45cb1896a7fea06ff432e,C,12.0,"[[93, 140]]",a desumanização crescente dos cuidados de saúde,Value(-)
5cf47030896a7fea0600649b,C,17.0,"[[2522, 2617]]",A douta declaração não é apenas grave por as universidades se julgarem isentas de cumprir a lei,Value(-)
5cf45ccf896a7fea06ff43fb,A,5.0,"[[3729, 3857]]","o projeto de lei agora aprovado, cobardemente, impõe que ela seja somada e encapotada nas taxas pagas pelos viticultores ao IVDP",Value(-)
5cf45fd2896a7fea06ff6c5a,B,33.0,"[[15486, 15527]]",desligado do actualidade europeia recente,Value(-)
5cf46ac9896a7fea06001d10,D,1.0,"[[4399, 4437]]",não se preserva a integridade do sítio,Value(-)
5cf465e2896a7fea06ffd558,C,5.0,"[[769, 905]]","Esta necessidade depara-se com a existente falta de capital na economia portuguesa, que limita o nível de capitais próprios das empresas",Value(-)
5d04c505896a7fea06a0fabc,B,28.0,"[[3152, 3220]]",O problema é a visão de Fernando Medina sobre a mobilidade na cidade,Value(-)
5cf45adb896a7fea06ff24e3,B,36.0,"[[2042, 2068]]",a desigualdade é corrosiva,Value(-)
5cf45ccf896a7fea06ff43fb,B,3.0,"[[1716, 1834]]",Não opino sobre a questão técnico-jurídica da eventual violação do princípio constitucional da liberdade de associação,Value(-)
5d04c4ab896a7fea06a0f966,C,7.0,"[[2667, 2729]]","de uma forma pouco clara, mostrando mesmo alguma desorientação",Value(-)
5cf45f5e896a7fea06ff68c2,A,7.0,"[[1165, 1284]]","Primeiro, a tese dos excessos (uma charlatanice por mim já denunciada neste jornal na edição de 10 de Dezembro de 2018)",Value(-)
5d04b660896a7fea06a02ea3,B,3.0,"[[759, 801]]",a formação pré-graduada dos médicos é cara,Value(-)
5cec25a4896a7fea06b1bb32,C,44.0,"[[5634, 5710]]",Não é por isso justificado o alarmismo que certos meios europeístas propagam,Value(-)
5d04c4e8896a7fea06a0fa61,D,0.0,"[[2598, 2686]]","Ninguém foi, portanto, sem mérito ou apenas para participar – atribuição de espectadores",Value(-)
5cf47015896a7fea06006428,D,13.0,"[[2607, 2705]]",ocultado o papel de pessoas e experiências das culturas e sociedades que nela estiveram envolvidas,Value(-)
5d04c557896a7fea06a0fbc4,B,4.0,"[[1374, 1555]]",o estafado argumento de que é ao Estado que cabe decidir quais os filmes que se devem fazer (que definem como sendo os que “não seguem as regras instituídas de modelos industriais”),Value(-)
5ce8e7f4896a7fea06969d15,C,1.0,"[[81, 111]]",uma lei desfasada da realidade,Value(-)
5cf461c8896a7fea06ff8c4d,B,60.0,"[[5302, 5437]]",Será dano enorme para os beneficiários se deixarem de ser atendidos onde o faziam – o que acontecerá aos muitos que não têm alternativa,Value(-)
5cf45fd2896a7fea06ff6c5a,A,23.0,"[[12614, 12692]]","clara divisão que a esse propósito existe, infelizmente, diga-se, dentro da UE",Value(-)
5cf47030896a7fea0600649b,B,0.0,"[[1280, 1403]]","Afirmação que deixa o seu primeiro-ministro, triste e ignorantemente, repetir na Assembleia, como se a lei a nada obrigasse",Value(-)
5cf4618f896a7fea06ff8ad9,A,17.0,"[[2033, 2143]]",O Partido Socialista Unido da Venezuela (PSUV) transformou a Venezuela no país mais violento da América Latina,Value(-)
5cf45bea896a7fea06ff2c60,B,34.0,"[[3329, 3470]]","o país poderá ferir profundamente o seu único Parque Nacional, último reduto de uma paisagem perene, chão comum, bem global, maior que o país",Value(-)
5cf45adb896a7fea06ff24e3,D,47.0,"[[43, 122]]",O sistema capitalista está doente e deixou de funcionar em benefício da maioria,Value(-)
5cf45f13896a7fea06ff66bf,C,0.0,"[[369, 417]]",Um começo em falso para combater notícias falsas,Value(-)
5cf45e6f896a7fea06ff6056,C,0.0,"[[294, 321]]",estamos perante uma falácia,Value(-)
5cf47650896a7fea0600bbc7,D,11.0,"[[1814, 1908]]",não vai ser tão fácil esperar pelos dias finais de Agosto para o encerramento das contratações,Value(-)
5cf46046896a7fea06ff6fe1,D,33.0,"[[6242, 6263]]",os métodos são velhos,Value(-)
5cf461c8896a7fea06ff8c4d,C,4.0,"[[1315, 1334]]",a ideia é populista,Value(-)
5cf469b4896a7fea0600041f,D,18.0,"[[2210, 2267]]",em nada contribuiu para a confiança no sistema desportivo,Value(-)
5cf47b10896a7fea0600f3dc,B,9.0,"[[1193, 1262]]",Estas limitações contribuem para a desertificação dos centros urbanos,Value(-)
5cec9624896a7fea06b616df,D,1.0,"[[1417, 1771]]","a tipologia de produção, com dotações de rega bastante acima daquelas que praticamos (por exemplo, na amêndoa regam uma média de 12.000 m3 por ha, quando em Portugal se regam alguns pomares com 4500 m3) e com baixas preocupações de eficiência no uso dos fatores, parece pouco sustentável e incompatível com as restrições regulamentares em vigor na Europa",Value(-)
5cf47029896a7fea06006476,D,4.0,"[[2916, 3092]]","o que existe são modernizações standard, feitas à revelia de qualquer preocupação na preservação da integridade construtiva, da autenticidade e do cunho histórico dos edifícios",Value(-)
5d04c4aa896a7fea06a0f962,B,46.0,"[[3012, 3043]]",dispersa os esforços e recursos,Value(-)
5cf45bbc896a7fea06ff2b00,B,6.0,"[[2489, 2538]]",Este grupo do PPE tem vindo a ser muito criticado,Value(-)
5cf47a54896a7fea0600df99,A,0.0,"[[0, 138]]","O arrancar de parquímetros em Carnide na noite de 6 para 7 de Abril, é emblemático do mal-estar provocado pela atitude majestática da EMEL",Value(-)
5cf47257896a7fea0600872a,C,11.0,"[[1753, 1806]]",a empresa tente esconder esse facto do grande público,Value(-)
5cf46474896a7fea06ffb98d,B,38.0,"[[3513, 3548]]",precarização no mercado de trabalho,Value(-)
5cf4620c896a7fea06ff8e67,D,5.0,"[[4349, 4492]]","Não sendo essa, e claramente não foi, a motivação essencial do primeiro-ministro – impulsos de reforma e reorientação estratégica das políticas",Value(-)
5cf47287896a7fea06008821,B,8.0,"[[1798, 1907]]",não posso deixar de reconhecer que há também impactos negativos do incremento acelerado dos fluxos turísticos,Value(-)
5d04bdfd896a7fea06a07c20,B,30.0,"[[4348, 4574]]","O que acho é que face aos condicionalismos com que trabalham, “colam” por demais ao poder e ao discurso dominantes e enredam-se nas circunstâncias adversas em que os tempos mudam mais depressa que os “status quo” estabelecidos",Value(-)
5cf47029896a7fea06006476,A,7.0,"[[3697, 3796]]",“reabilitações” chapa 7 que não deixam o mais leve traço do carácter dos edifícios intervencionados,Value(-)
5cf45cd3896a7fea06ff4418,B,10.0,"[[2017, 2136]]",O processo atual contra os independentistas catalães põe assim um sério problema de liberdades públicas e de democracia,Value(-)
5cf462a3896a7fea06ff92be,D,18.0,"[[4678, 4748]]",Não se sabe o que fazer com a Amazónia do ponto de vista governamental,Value(-)
5cf45e6f896a7fea06ff6056,A,0.0,"[[294, 321]]",estamos perante uma falácia,Value(-)
5cf45b77896a7fea06ff28ff,B,9.0,"[[2047, 2113]]",nos outros Estados-membros foram surgindo reservas e desconfianças,Value(-)
5d04c332896a7fea06a0dfa5,D,0.0,"[[832, 907]]","outros valores, mais tangíveis, colapsam perante esta vaga de criminalidade",Value(-)
5cf45ad6896a7fea06ff24c3,B,49.0,"[[5178, 5248]]",a reforma por tempo de serviço passa a ser anacrônica e injustificável,Value(-)
5d04c473896a7fea06a0f809,A,1.0,"[[148, 165]]",poucos resultados,Value(-)
5cf45cb1896a7fea06ff432e,C,18.0,"[[1299, 1454]]",Está assim criado um cenário de limitações que parece não ter ainda motivado o aparecimento de uma vaga de fundo que ajude a inverter esta difícil situação,Value(-)
5cf478aa896a7fea0600d78b,B,4.0,"[[362, 438]]",em que a extraordinária Rua das Janelas Verdes não pára de ser “bombardeada”,Value(-)
5cf47b10896a7fea0600f3dc,C,32.0,"[[1379, 1445]]",a consequência é uma queixa na justiça ou a condenação na imprensa,Value(-)
5cf46ac9896a7fea06001d10,A,9.0,"[[4399, 4437]]",não se preserva a integridade do sítio,Value(-)
5cf4602f896a7fea06ff6f27,C,7.0,"[[1762, 1835]]",entraves colocados à progressão e valorização nas carreiras profissionais,Value(-)
5cf45e22896a7fea06ff4e2a,B,33.0,"[[5419, 5587]]","A difícil situação económica que Portugal tem atravessado, porém, tem-nos impedido de acompanhar os investimentos que outros países têm feito em ciência e em tecnologia",Value(-)
5cf47246896a7fea060086ea,D,4.0,"[[1844, 1954]]","grande aumento dos riscos de doenças tão terríveis como o cancro, a demência, a depressão e a insónia crónicas",Value(-)
5cf45adb896a7fea06ff24e3,D,56.0,"[[2781, 2881]]",As crises e turbulências do capitalismo não deixam de criar mais desconfiança e acentuar o mal-estar,Value(-)
5cf478aa896a7fea0600d78b,C,13.0,"[[1247, 1365]]",o coração dessa jóia que é Alfama está teimosamente ameaçado por um “móno” indescritível para albergar o Museu Judaico,Value(-)
5cf471b8896a7fea060083d9,D,7.0,"[[2477, 2492]]",A farsa é dupla,Value(-)
5cf45c4a896a7fea06ff3f4e,B,38.0,"[[6520, 6690]]","Mente aos professores quem tenta aprovar normas de recuperação de 9 anos, 4 meses e 2 dias com cláusulas que sabe que apenas garantem que esse tempo nunca será recuperado",Value(-)
5cf45dea896a7fea06ff4c61,B,29.0,"[[2506, 2531]]",estereótipos persistentes,Value(-)
5cf45ba6896a7fea06ff2a6f,D,0.0,"[[1745, 1812]]",O interesse individual substitui-se à lei como referência normativa,Value(-)
5cdf5913896a7fea063f2d16,B,12.0,"[[882, 943]]",no centro de saúde os nutricionistas também são insuficientes,Value(-)
5cf46046896a7fea06ff6fe1,C,44.0,"[[3707, 3726]]",não há medicamentos,Value(-)
5cf45bb8896a7fea06ff2add,A,2.0,"[[2345, 2395]]","é preciso cumprir metas este ano, esta legislatura",Value(-)
5cf47482896a7fea0600a2cd,C,15.0,"[[3918, 3971]]",A sua sobrevalorização a prazo implodirá parcialmente,Value(-)
5cf45e23896a7fea06ff4e2f,D,14.0,"[[2622, 2670]]",Parece-me que estamos perante um grande equívoco,Value(-)
5cf4675d896a7fea06ffe0fe,C,4.0,"[[543, 692]]",Isto de andar a mudar nomes de velhos lugares de uma velha cidade tem tanto para dar certo como passar a chamar José a quem uma vida inteira foi João,Value(-)
5cf47a54896a7fea0600df99,C,13.0,"[[5621, 5728]]","falta a construção de mais parques de estacionamento subterrâneos e até de silos, cuja necessidade é enorme",Value(-)
5cf461eb896a7fea06ff8d65,B,19.0,"[[2710, 2824]]","este Governo tem os serviços públicos depauperados, alguns deles no limiar da subsistência, como é o caso da saúde",Value(-)
5cf45c80896a7fea06ff4187,B,13.0,"[[1746, 2031]]","a partir dos anos 1980 houve uma rápida proliferação de cursos que debitaram para o mercado de trabalho grandes quantidades de engenheiros e engenheiros técnicos vocacionados para a construção de edifícios, com formação profissional de qualidade muito diversa e frequentemente duvidosa",Value(-)
5cf462b6896a7fea06ff9357,B,12.0,"[[1987, 2025]]",as filas e engarrafamentos perdurariam,Value(-)
5cf478aa896a7fea0600d78b,B,6.0,"[[583, 720]]","em que um outro palácio, o de São Miguel, na belíssima Praça da Alegria, viu o seu interior integralmente demolido de um dia para o outro",Value(-)
5cec9624896a7fea06b616df,C,25.0,"[[5196, 5246]]",uma ligação à produção que fica aquém do desejável,Value(-)
5cf4699b896a7fea06000352,B,2.0,"[[1020, 1164]]",a medida é insuficiente perante o grande desafio que se coloca ao sistema público de pensões que é garantir adequadamente a protecção na velhice,Value(-)
5cf46546896a7fea06ffc017,D,1.0,"[[321, 435]]",sabemos cada vez melhor que para muitos a Senhora da Foice passa e colhe muito antes do momento esperado ou devido,Value(-)
5cf45f67896a7fea06ff690f,B,1.0,"[[154, 222]]",Querer uma sem a outra é defender uma política europeia Frankenstein,Value(-)
5cf47287896a7fea06008821,A,7.0,"[[2396, 2471]]","há, no Porto, sinais preocupantes de degradação da qualidade de vida urbana",Value(-)
5cf461fc896a7fea06ff8de8,D,9.0,"[[758, 887]]","A poluição atmosférica é uma externalidade do automóvel que afeta, não só a nossa saúde, como também a nossa liberdade de decisão",Value(-)
5cf462a3896a7fea06ff92be,D,7.0,"[[1426, 1625]]","Mais um grupo de sujeitos externos ao território amazónico imaginará o destino que ali deveria habitar e, na contramão do Bem viver como explica Alberto Acosta, tentará levar a cabo suas experiências",Value(-)
5cf45e04896a7fea06ff4d33,B,6.0,"[[4183, 4294]]",A selectividade da luta por parte dos que dominam o sistema político é a que mais dano pode causar à democracia,Value(-)
5cf460d7896a7fea06ff8402,A,2.0,"[[741, 840]]","subir o salário mínimo mas não combater a sério as desigualdades sociais, é no mínimo contraditório",Value(-)
5cf462dc896a7fea06ff9485,D,3.0,"[[3526, 3628]]",A alteração do paradigma da confrontação pela confiança e convergência é um desafio para os estadistas,Value(-)
5cf46013896a7fea06ff6e32,D,14.0,"[[2677, 2810]]","O processo de ajustamento a este “novo paradigma” educativo refletir-se-á, do meu ponto de vista, negativamente no quotidiano escolar",Value(-)
5cf460d7896a7fea06ff8402,A,20.0,"[[4477, 4507]]",muito agressiva forma de estar,Value(-)
5cf463f6896a7fea06ffb5b9,B,9.0,"[[1994, 2125]]","esta regra tem um defeito: para cumprir, os serviços têm de recusar actividades anteriores ao prazo estimado para resultados finais",Value(-)
5cf46046896a7fea06ff6fe1,B,30.0,"[[5414, 5450]]",isto não poderia soar mais paradoxal,Value(-)
5cf4734c896a7fea06008c40,D,1.0,"[[2665, 2802]]","Mansardas pombalinas, trapeirão, gaiolas, tudo foi sacrificado, juntamente com os interiores, com excepção da escadaria e alguns azulejos",Value(-)
5cf47d45896a7fea06010e4e,B,16.0,"[[2583, 2693]]",estamos profundamente decepcionados pela desinformação que ainda prevalece e que contamina e a todos prejudica,Value(-)
5cf479e4896a7fea0600ddaf,B,0.0,"[[930, 952]]",Foi uma década ingrata,Value(-)
5cf4603c896a7fea06ff6f94,C,8.0,"[[2861, 2869]]",desigual,Value(-)
5cf47482896a7fea0600a2cd,C,6.0,"[[1903, 1934]]",Essa taxa de implosão é absurda,Value(-)
5cf45f67896a7fea06ff690f,B,52.0,"[[3581, 3607]]",a do PSD é um Frankenstein,Value(-)
5cf472a4896a7fea060088c2,B,28.0,"[[4133, 4559]]","A Forma da Água, para além de programado ao milímetro e de forma quase cínica para satisfazer a agenda da “urgência” contemporânea (está nas personagens, está nas situações, está na época descrita), embrulha-se na “fábula” mil vezes repetida – “a bela e o monstro” – e sobretudo num academismo que não inquieta ninguém, não perturba ninguém, e se faz “política” fá-la sentimental e maniqueísta, quer dizer, inócua e inofensiva",Value(-)
5cf47793896a7fea0600c1af,B,16.0,"[[2527, 2584]]",Com “homens caducos” as estruturas continuarão decrépitas,Value(-)
5cf46fb5896a7fea06006266,C,31.0,"[[6312, 6346]]",com resultados meramente residuais,Value(-)
5cf4700c896a7fea060063ff,C,4.0,"[[2312, 2353]]",condicionamento da liberdade de expressão,Value(-)
5ceb1a74896a7fea06a82aaa,B,49.0,"[[1934, 1980]]",o resultado é também péssimo para Paulo Rangel,Value(-)
5cdd9733896a7fea062d6f9f,B,14.0,"[[1713, 1803]]",a atual legislação não só promove a desigualdade entre progenitores nos cuidados à criança,Value(-)
5cf47676896a7fea0600bcba,C,8.0,"[[1944, 1977]]",as uvas não nasceram equilibradas,Value(-)
5cf45c47896a7fea06ff3f2d,B,31.0,"[[3160, 3273]]",desvia a atenção das más políticas educativas para o domínio do equilíbrio e sustentabilidade das contas públicas,Value(-)
